kappa,rho,center_up_to_down,center_down_to_up,end_up_to_down,end_down_to_up,cost,direct_exp_weight,feedback_adj_rate,forgetting_factor,total_rewards,action_rewards,opinion_rewards,sp0_social_trust,sp1_social_trust,sp2_social_trust,sp0_request_rate,sp1_request_rate,sp2_request_rate,op0_expression_rate,op1_expression_rate,op2_expression_rate,op3_expression_rate,op4_expression_rate,op5_expression_rate,sp0_availability,sp1_availability,sp2_availability
9,0.593321963,"[0.4180032707750797, 0.4180032707750797, 0.4180032707750797]","[0.5075114297680556, 0.5075114297680556, 0.5075114297680556]","[0.8337820252589881, 0.8337820252589881, 0.8337820252589881]","[0.3957740464992821, 0.3957740464992821, 0.3957740464992821]","[0.618319252114743, 0.618319252114743, 0.618319252114743]",0.710712458,0.531472056,0.914711531,-50737.40593,-702.9588274,-50034.44711,0.291374356,0.457455142,0.396997286,69.72462711,15.39510797,14.68066413,0.297739067,48.80130285,0.053471239,6.187867901,0.051910724,44.40810742,0.192270622,0.192818654,0.192563564
5,0.600488728,"[0.5221175002306699, 0.5221175002306699, 0.5221175002306699]","[0.03880472341552377, 0.03880472341552377, 0.03880472341552377]","[0.9063643715530634, 0.9063643715530634, 0.9063643715530634]","[0.23875112671405077, 0.23875112671405077, 0.23875112671405077]","[0.9782693795859814, 0.9782693795859814, 0.9782693795859814]",0.435792493,0.871784871,0.566346604,-48496.55359,-695.6833314,-47800.87026,0.345319378,0.472211819,0.414219526,69.72693159,15.39424424,14.67922337,0.297205589,48.80256941,0.053017601,6.18754491,0.051722011,44.40833968,0.017519869,0.017456614,0.017755289
9,0.416992837,"[0.6317290727607906, 0.6317290727607906, 0.6317290727607906]","[0.46884261978790165, 0.46884261978790165, 0.46884261978790165]","[0.3786584532447159, 0.3786584532447159, 0.3786584532447159]","[0.5022224031947553, 0.5022224031947553, 0.5022224031947553]","[0.27624820007011297, 0.27624820007011297, 0.27624820007011297]",0.163597766,0.542631483,0.705737028,-66060.34702,-15345.2053,-50715.14172,0.336421831,0.475606373,0.36352696,69.72578479,15.39484667,14.67976774,0.297328978,48.80191617,0.053206315,6.187573943,0.051816367,44.40855743,0.225676901,0.2248544,0.22433787
7,0.68951727,"[0.6956841461732983, 0.6956841461732983, 0.6956841461732983]","[0.59070901427418, 0.59070901427418, 0.59070901427418]","[0.0189822213165462, 0.0189822213165462, 0.0189822213165462]","[0.08218765541911124, 0.08218765541911124, 0.08218765541911124]","[0.9384263522736728, 0.9384263522736728, 0.9384263522736728]",0.494141192,0.151165311,0.480615086,50873.02729,1265.354635,49607.67265,0.485473182,0.490028755,0.539146689,69.73099982,15.39304663,14.67635275,0.296040646,48.80565415,0.052890582,6.186107784,0.05160225,44.40810379,0.054695881,0.054280131,0.054251606
9,0.403076111,"[0.372215157225728, 0.372215157225728, 0.372215157225728]","[0.622584484629333, 0.622584484629333, 0.622584484629333]","[0.5889474249631167, 0.5889474249631167, 0.5889474249631167]","[0.8022040682844818, 0.8022040682844818, 0.8022040682844818]","[0.457335208337754, 0.457335208337754, 0.457335208337754]",0.421477646,0.431122173,0.406842766,58580.05201,13854.75062,44725.3014,0.539410168,0.503702831,0.553212213,69.73183451,15.39298494,14.67557975,0.295764834,48.80614045,0.052977681,6.185538015,0.05156233,44.4084159,0.402913446,0.402816948,0.402315406
3,0.98734169,"[0.25921310296282174, 0.25921310296282174, 0.25921310296282174]","[0.6863861466012895, 0.6863861466012895, 0.6863861466012895]","[0.11558136109262704, 0.11558136109262704, 0.11558136109262704]","[0.9119280548579991, 0.9119280548579991, 0.9119280548579991]","[0.3812927598506212, 0.3812927598506212, 0.3812927598506212]",0.201783774,0.917759461,0.196886428,-5519.940673,36819.56432,-42339.50499,0.446643471,0.49381046,0.443278374,69.72942842,15.39373253,14.67723825,0.296407186,48.80447106,0.052930503,6.186641263,0.051660316,44.40828888,0.648812049,0.647901288,0.647704917
5,0.845728252,"[0.3943162088468671, 0.3943162088468671, 0.3943162088468671]","[0.44326390204951166, 0.44326390204951166, 0.44326390204951166]","[0.23030152199789883, 0.23030152199789883, 0.23030152199789883]","[0.8211365301162005, 0.8211365301162005, 0.8211365301162005]","[0.6209677128121257, 0.6209677128121257, 0.6209677128121257]",0.714516338,0.641081328,0.455965143,-21481.46933,24647.00971,-46128.47904,0.449380818,0.490908514,0.46576125,69.72955543,15.39371802,14.67712575,0.29634912,48.80455816,0.052977681,6.18665215,0.051457086,44.40840501,0.421223952,0.422442025,0.42095812
8,0.665234756,"[0.5601507843844593, 0.5601507843844593, 0.5601507843844593]","[0.17792166788131, 0.17792166788131, 0.17792166788131]","[0.4635032160393894, 0.4635032160393894, 0.4635032160393894]","[0.8097779191657901, 0.8097779191657901, 0.8097779191657901]","[0.5514745873399078, 0.5514745873399078, 0.5514745873399078]",0.583475945,0.491781581,0.598329603,-7229.926347,-6153.391417,-1076.53493,0.386602997,0.487927967,0.515300031,69.72884413,15.3937652,14.67778987,0.296635819,48.80264925,0.052865179,6.186790056,0.051685719,44.40977318,0.174544729,0.176588931,0.176607948
2,0.755896967,"[0.7129306939803064, 0.7129306939803064, 0.7129306939803064]","[0.29786166751757265, 0.29786166751757265, 0.29786166751757265]","[0.44144897021353247, 0.44144897021353247, 0.44144897021353247]","[0.3117705905623734, 0.3117705905623734, 0.3117705905623734]","[0.7078015462122857, 0.7078015462122857, 0.7078015462122857]",0.544236135,0.57953676,0.90672053,-47833.99291,-5987.210475,-41846.78244,0.260800262,0.453508393,0.366671262,69.72291417,15.39551805,14.68196698,0.298091091,48.80034839,0.053362366,6.188383234,0.052240973,44.40797314,0.101008456,0.100104228,0.100893014
6,0.806581334,"[0.7674408894591034, 0.7674408894591034, 0.7674408894591034]","[0.5959777534380555, 0.5959777534380555, 0.5959777534380555]","[0.4888290640152991, 0.4888290640152991, 0.4888290640152991]","[0.9321839361079037, 0.9321839361079037, 0.9321839361079037]","[0.031927569080144165, 0.031927569080144165, 0.031927569080144165]",0.414539228,0.076809252,0.073746707,36836.95182,-12350.98032,49187.93214,0.532147189,0.501975803,0.538193253,69.7317329,15.39297405,14.67569225,0.295833787,48.80603157,0.05302123,6.185636001,0.051584105,44.40829251,0.371054545,0.371756596,0.371268372
3,0.873242052,"[0.8050217045098543, 0.8050217045098543, 0.8050217045098543]","[0.7039911877550185, 0.7039911877550185, 0.7039911877550185]","[0.8723654424771666, 0.8723654424771666, 0.8723654424771666]","[0.11645749369636177, 0.11645749369636177, 0.11645749369636177]","[0.30676554664969446, 0.30676554664969446, 0.30676554664969446]",0.574059335,0.552504505,0.103273232,-74002.34828,-32311.82533,-41690.52295,0.406587654,0.481052606,0.458757213,69.72894212,15.39364181,14.67781528,0.296577754,48.80410452,0.053006714,6.186840864,0.051613137,44.40825621,0.056164144,0.056156306,0.056389802
2,0.519494266,"[0.39779727201908827, 0.39779727201908827, 0.39779727201908827]","[0.8869938612170517, 0.8869938612170517, 0.8869938612170517]","[0.9281996570155024, 0.9281996570155024, 0.9281996570155024]","[0.1487670003436506, 0.1487670003436506, 0.1487670003436506]","[0.39818708453327417, 0.39818708453327417, 0.39818708453327417]",0.036461976,0.155421193,0.984522701,21806.58162,-22639.96928,44446.5509,0.829064529,0.576232965,0.818192774,69.73570314,15.39196153,14.67273453,0.294788605,48.80787516,0.052683723,6.18462348,0.05127926,44.40914897,0.099775431,0.099674179,0.099379532
7,0.150183715,"[0.3179025695845485, 0.3179025695845485, 0.3179025695845485]","[0.3195722047612071, 0.3195722047612071, 0.3195722047612071]","[0.4751361022144556, 0.4751361022144556, 0.4751361022144556]","[0.47638638455420734, 0.47638638455420734, 0.47638638455420734]","[0.2226070984825492, 0.2226070984825492, 0.2226070984825492]",0.394705125,0.266063502,0.988090537,34459.33482,-15679.19213,50138.52695,0.653860207,0.541230831,0.693630313,69.73424424,15.39220831,14.67394665,0.295274905,48.80684812,0.053173653,6.184841227,0.051384504,44.40887679,0.248586972,0.247516494,0.247638396
7,0.600488728,"[0.5221175002306699, 0.5221175002306699, 0.5221175002306699]","[0.03880472341552377, 0.03880472341552377, 0.03880472341552377]","[0.9063643715530634, 0.9063643715530634, 0.9063643715530634]","[0.23875112671405077, 0.23875112671405077, 0.23875112671405077]","[0.6061233994551003, 0.6061233994551003, 0.6061233994551003]",0.435792493,0.871784871,0.566346604,-70052.15036,-20591.52761,-49460.62275,0.343780861,0.471834971,0.412277141,69.72681909,15.39433134,14.67924878,0.297205589,48.80258029,0.052843404,6.187715478,0.051624025,44.40843041,0.017372383,0.017685211,0.017383524
8,0.094088352,"[0.35500862384215, 0.35500862384215, 0.35500862384215]","[0.48669025557115675, 0.48669025557115675, 0.48669025557115675]","[0.8897645492665469, 0.8897645492665469, 0.8897645492665469]","[0.5727108402177692, 0.5727108402177692, 0.5727108402177692]","[0.9344233565218747, 0.9344233565218747, 0.9344233565218747]",0.616922002,0.860430118,0.957389518,-27908.88694,23212.95738,-51121.84431,0.280926844,0.454130705,0.361754005,69.72352749,15.39555435,14.68131737,0.29789149,48.80096171,0.05342769,6.188089276,0.052157503,44.40787153,0.256576302,0.255436001,0.255924769
3,0.777996296,"[0.09480707209557294, 0.09480707209557294, 0.09480707209557294]","[0.6341908779740334, 0.6341908779740334, 0.6341908779740334]","[0.20973325680941343, 0.20973325680941343, 0.20973325680941343]","[0.4304106991738081, 0.4304106991738081, 0.4304106991738081]","[0.18004791580140592, 0.18004791580140592, 0.18004791580140592]",0.355185234,0.137998905,0.557049566,58372.45156,15840.0803,42532.37126,0.581860114,0.510926047,0.571395158,69.73261114,15.39276356,14.6750245,0.295583379,48.80645618,0.053028488,6.18527309,0.051511522,44.40854654,0.55549247,0.555516313,0.555944257
3,0.68951727,"[0.6956841461732983, 0.6956841461732983, 0.6956841461732983]","[0.59070901427418, 0.59070901427418, 0.59070901427418]","[0.0189822213165462, 0.0189822213165462, 0.0189822213165462]","[0.08218765541911124, 0.08218765541911124, 0.08218765541911124]","[0.49251236787065866, 0.49251236787065866, 0.49251236787065866]",0.494141192,0.151165311,0.480615086,19859.75552,-22595.60576,42455.36128,0.477000555,0.489278712,0.532952985,69.73081111,15.39324623,14.67634186,0.296102341,48.80544003,0.052847033,6.186067864,0.051838142,44.40810379,0.054326547,0.054401851,0.054486736
8,0.248165112,"[0.42641218384727836, 0.42641218384727836, 0.42641218384727836]","[0.9160944077000022, 0.9160944077000022, 0.9160944077000022]","[0.06237845130264759, 0.06237845130264759, 0.06237845130264759]","[0.7292760894447565, 0.7292760894447565, 0.7292760894447565]","[0.28748822167515753, 0.28748822167515753, 0.28748822167515753]",0.560426732,0.11661248,0.120062531,73521.97341,22600.06124,50921.91218,0.545859564,0.505791539,0.534708809,69.73171838,15.39311922,14.6755616,0.295750318,48.80611504,0.052897841,6.185675921,0.051547813,44.40841227,0.564911014,0.564156705,0.564823807
7,0.587080457,"[0.47393079845234753, 0.47393079845234753, 0.47393079845234753]","[0.8076784241944551, 0.8076784241944551, 0.8076784241944551]","[0.12232777627184986, 0.12232777627184986, 0.12232777627184986]","[0.4603514417633414, 0.4603514417633414, 0.4603514417633414]","[0.8944827355258167, 0.8944827355258167, 0.8944827355258167]",0.179773345,0.026232585,0.267453218,83422.63497,33829.02619,49593.60878,0.57111636,0.507363321,0.569094009,69.73237162,15.39282889,14.67519869,0.295630557,48.80662312,0.052937761,6.185367447,0.051544184,44.40829614,0.372002613,0.371794883,0.37174295
5,0.471761647,"[0.8068924896977842, 0.8068924896977842, 0.8068924896977842]","[0.6454158647358418, 0.6454158647358418, 0.6454158647358418]","[0.43082370147109034, 0.43082370147109034, 0.43082370147109034]","[0.2498157281242311, 0.2498157281242311, 0.2498157281242311]","[0.8613751190155744, 0.8613751190155744, 0.8613751190155744]",0.784198432,0.065863449,0.312997586,52028.34823,4338.783361,47689.56487,0.432873889,0.482198131,0.499397775,69.72963527,15.39357285,14.67719107,0.296334604,48.8048376,0.052908728,6.186604972,0.05168209,44.40803121,0.120002976,0.119850227,0.119993286
7,0.061679475,"[0.5378630489856004, 0.5378630489856004, 0.5378630489856004]","[0.28027888884767893, 0.28027888884767893, 0.28027888884767893]","[0.6719183441251516, 0.6719183441251516, 0.6719183441251516]","[0.07043671017512679, 0.07043671017512679, 0.07043671017512679]","[0.8394252591580152, 0.8394252591580152, 0.8394252591580152]",0.672470315,0.921980293,0.412832922,-57059.17014,-6792.196093,-50266.97405,0.360582283,0.471763703,0.443668171,69.72764653,15.39401923,14.67873344,0.297016875,48.80326619,0.052919615,6.187363455,0.051457086,44.40837598,0.029550535,0.029422392,0.029600472
2,0.95615778,"[0.07104121346026658, 0.07104121346026658, 0.07104121346026658]","[0.8636698488146066, 0.8636698488146066, 0.8636698488146066]","[0.38557345708832147, 0.38557345708832147, 0.38557345708832147]","[0.5903537025861442, 0.5903537025861442, 0.5903537025861442]","[0.39517368411645293, 0.39517368411645293, 0.39517368411645293]",0.237976696,0.200186912,0.167096439,70750.66509,27644.04633,43106.61876,0.558884512,0.507816164,0.553272894,69.73213573,15.39294502,14.67531845,0.295695881,48.80631101,0.052847033,6.185530757,0.051533297,44.40848122,0.558723099,0.557201052,0.557378806
4,0.029516152,"[0.7720323697663843, 0.7720323697663843, 0.7720323697663843]","[0.16632368229329586, 0.16632368229329586, 0.16632368229329586]","[0.8269415558315814, 0.8269415558315814, 0.8269415558315814]","[0.4532373542524874, 0.4532373542524874, 0.4532373542524874]","[0.15131713354960086, 0.15131713354960086, 0.15131713354960086]",0.64010184,0.204101311,0.442144403,10426.96633,-38304.92189,48731.88822,0.451228642,0.484518417,0.517629843,69.73037561,15.39316639,14.67685719,0.296272909,48.80514607,0.05290147,6.186325531,0.051624025,44.4081292,0.07749628,0.077001089,0.076659263
3,0.761774876,"[0.9089054060913623, 0.9089054060913623, 0.9089054060913623]","[0.45723341168835757, 0.45723341168835757, 0.45723341168835757]","[0.7578840739093721, 0.7578840739093721, 0.7578840739093721]","[0.14673045858740807, 0.14673045858740807, 0.14673045858740807]","[0.4656630840338767, 0.4656630840338767, 0.4656630840338767]",0.106792312,0.76145971,0.365821453,-66879.80374,-24349.50833,-42530.29541,0.403089871,0.484619124,0.419453465,69.72826347,15.39380512,14.67833061,0.296664852,48.80378153,0.053043005,6.186942479,0.05164217,44.40832517,0.051402976,0.051390455,0.051395645
9,0.742580396,"[0.6252833991684019, 0.6252833991684019, 0.6252833991684019]","[0.7683846701867878, 0.7683846701867878, 0.7683846701867878]","[0.7765555639751256, 0.7765555639751256, 0.7765555639751256]","[0.024264629017561674, 0.024264629017561674, 0.024264629017561674]","[0.39611644810065627, 0.39611644810065627, 0.39611644810065627]",0.887275459,0.65655055,0.829133771,-82426.69963,-31909.32238,-50517.37725,0.251793755,0.4455817,0.427589098,69.72391943,15.39514063,14.68133914,0.298083832,48.80066413,0.053391399,6.188336055,0.052142987,44.4077808,0.016613791,0.016569007,0.016512212
2,0.047896429,"[0.23956811022013427, 0.23956811022013427, 0.23956811022013427]","[0.9863538711704314, 0.9863538711704314, 0.9863538711704314]","[0.14049959897994996, 0.14049959897994996, 0.14049959897994996]","[0.24610448481515051, 0.24610448481515051, 0.24610448481515051]","[0.5562157023511827, 0.5562157023511827, 0.5562157023511827]",0.898042119,0.835308066,0.633848346,-31649.92531,15836.86112,-47486.78643,0.43858555,0.486926851,0.475578942,69.7293885,15.39363818,14.67737253,0.296508801,48.80432589,0.052992197,6.18661223,0.051849029,44.40811105,0.372859626,0.372811686,0.372290909
6,0.755896967,"[0.7129306939803064, 0.7129306939803064, 0.7129306939803064]","[0.29786166751757265, 0.29786166751757265, 0.29786166751757265]","[0.44144897021353247, 0.44144897021353247, 0.44144897021353247]","[0.3117705905623734, 0.3117705905623734, 0.3117705905623734]","[0.7461034560017288, 0.7461034560017288, 0.7461034560017288]",0.544236135,0.57953676,0.90672053,-52853.79244,-4017.536956,-48836.25549,0.252375968,0.452171811,0.35939577,69.72249682,15.39579387,14.68210851,0.298247142,48.79985846,0.053409545,6.188448557,0.0523317,44.40810379,0.099997532,0.100880893,0.100739829
9,0.210749046,"[0.7966619720682502, 0.7966619720682502, 0.7966619720682502]","[0.027438515182584527, 0.027438515182584527, 0.027438515182584527]","[0.2902623049542308, 0.2902623049542308, 0.2902623049542308]","[0.5952599425800145, 0.5952599425800145, 0.5952599425800145]","[0.660296344589442, 0.660296344589442, 0.660296344589442]",0.371480426,0.677781102,0.46975686,-68165.85086,-17125.1323,-51040.71856,0.362019448,0.475755384,0.41601075,69.72742515,15.3941898,14.67878425,0.297053166,48.80291054,0.052948648,6.187461441,0.051536926,44.40848848,0.022537688,0.0228638,0.022782508
3,0.409826046,"[0.30564256077632307, 0.30564256077632307, 0.30564256077632307]","[0.935156744364649, 0.935156744364649, 0.935156744364649]","[0.3673717253282666, 0.3673717253282666, 0.3673717253282666]","[0.8658842796087265, 0.8658842796087265, 0.8658842796087265]","[0.14757317738607525, 0.14757317738607525, 0.14757317738607525]",0.929448588,0.875227534,0.778491915,-28037.19317,14718.42759,-42755.62076,0.514909897,0.503547913,0.493643757,69.73108692,15.39326438,14.6760479,0.295978951,48.80555979,0.052955906,6.185824714,0.05156233,44.40851751,0.561041662,0.561039557,0.560998911
5,0.096878952,"[0.8500687416642905, 0.8500687416642905, 0.8500687416642905]","[0.12337744252756237, 0.12337744252756237, 0.12337744252756237]","[0.16281439308077097, 0.16281439308077097, 0.16281439308077097]","[0.14140611797571184, 0.14140611797571184, 0.14140611797571184]","[0.7384003043733537, 0.7384003043733537, 0.7384003043733537]",0.55421941,0.08449027,0.795535862,35489.65302,-13000.6863,48490.33932,0.456351659,0.481602831,0.551673267,69.73068409,15.39297768,14.67673743,0.296200327,48.80542188,0.052865179,6.186321902,0.05164217,44.40794774,0.022039158,0.02216008,0.022211795
4,0.132607135,"[0.8768693623691797, 0.8768693623691797, 0.8768693623691797]","[0.9030371305346488, 0.9030371305346488, 0.9030371305346488]","[0.9574527232348918, 0.9574527232348918, 0.9574527232348918]","[0.2997466214001179, 0.2997466214001179, 0.2997466214001179]","[0.8780298363231123, 0.8780298363231123, 0.8780298363231123]",0.18814731,0.482050356,0.21020623,20933.76814,8400.015643,12533.7525,0.469662279,0.500613297,0.539104495,69.73056433,15.39335511,14.67647977,0.296073308,48.80429323,0.052792597,6.186082381,0.051616766,44.40954092,0.148774633,0.14867926,0.148603375
3,0.17175408,"[0.26951540322974327, 0.26951540322974327, 0.26951540322974327]","[0.015622351411730052, 0.015622351411730052, 0.015622351411730052]","[0.6987011106684804, 0.6987011106684804, 0.6987011106684804]","[0.41085383454337715, 0.41085383454337715, 0.41085383454337715]","[0.26142444610595705, 0.26142444610595705, 0.26142444610595705]",0.98684237,0.802047572,0.318488723,-84931.33478,-38222.08129,-46709.25349,0.359417063,0.468229584,0.468623449,69.72784976,15.39399383,14.67855562,0.296962439,48.80359644,0.052930503,6.187229178,0.051497006,44.40818363,0.024333116,0.024591363,0.025507022
4,0.449662289,"[0.4447732084617019, 0.4447732084617019, 0.4447732084617019]","[0.3076960120536387, 0.3076960120536387, 0.3076960120536387]","[0.1687077595666051, 0.1687077595666051, 0.1687077595666051]","[0.1234595751389861, 0.1234595751389861, 0.1234595751389861]","[0.2541235370002687, 0.2541235370002687, 0.2541235370002687]",0.115644909,0.726795226,0.178433167,-79285.72776,-31816.36648,-47469.36128,0.411579962,0.487044632,0.428878022,69.72872074,15.39377971,14.67789875,0.296628561,48.80375975,0.053111958,6.186844493,0.051674832,44.4083796,0.086592814,0.085585738,0.085943858
5,0.742580396,"[0.6252833991684019, 0.6252833991684019, 0.6252833991684019]","[0.7683846701867878, 0.7683846701867878, 0.7683846701867878]","[0.7765555639751256, 0.7765555639751256, 0.7765555639751256]","[0.024264629017561674, 0.024264629017561674, 0.024264629017561674]","[0.769612768534571, 0.769612768534571, 0.769612768534571]",0.887275459,0.65655055,0.829133771,-59050.1421,-11964.06226,-47086.07984,0.252662946,0.445776545,0.428255321,69.72388314,15.39506079,14.68145527,0.298058429,48.80057703,0.053398657,6.188343313,0.052280893,44.40774088,0.01651047,0.016583016,0.016600581
4,0.966900773,"[0.11847683751955627, 0.11847683751955627, 0.11847683751955627]","[0.558708585780114, 0.558708585780114, 0.558708585780114]","[0.6550007776357234, 0.6550007776357234, 0.6550007776357234]","[0.5266902866959572, 0.5266902866959572, 0.5266902866959572]","[0.524565103892237, 0.524565103892237, 0.524565103892237]",0.625846815,0.736077814,0.523393857,-33039.43,14372.00313,-47411.43313,0.425029491,0.487092157,0.450337976,69.72909454,15.39377246,14.67753221,0.296526946,48.80427872,0.05294139,6.186557794,0.051769189,44.40832517,0.374763782,0.375513591,0.374397496
4,0.132607135,"[0.8768693623691797, 0.8768693623691797, 0.8768693623691797]","[0.9030371305346488, 0.9030371305346488, 0.9030371305346488]","[0.9574527232348918, 0.9574527232348918, 0.9574527232348918]","[0.2997466214001179, 0.2997466214001179, 0.2997466214001179]","[0.8504898404888809, 0.8504898404888809, 0.8504898404888809]",0.18814731,0.482050356,0.21020623,19461.92742,6928.174922,12533.7525,0.469662279,0.500613297,0.539104495,69.73056433,15.39335511,14.67647977,0.296073308,48.80429323,0.052792597,6.186082381,0.051616766,44.40954092,0.148774633,0.14867926,0.148603375
9,0.150183715,"[0.3179025695845485, 0.3179025695845485, 0.3179025695845485]","[0.3195722047612071, 0.3195722047612071, 0.3195722047612071]","[0.4751361022144556, 0.4751361022144556, 0.4751361022144556]","[0.47638638455420734, 0.47638638455420734, 0.47638638455420734]","[0.360184935182333, 0.360184935182333, 0.360184935182333]",0.394705125,0.266063502,0.988090537,42773.83352,-8267.212392,51041.04591,0.654578629,0.541820323,0.694331206,69.73427327,15.39214662,14.67397931,0.295278534,48.80690256,0.053053892,6.184888405,0.051413537,44.40886228,0.248957612,0.247213391,0.249691744
6,0.561341813,"[0.1497143624909222, 0.1497143624909222, 0.1497143624909222]","[0.9276997496187687, 0.9276997496187687, 0.9276997496187687]","[0.6789401115104556, 0.6789401115104556, 0.6789401115104556]","[0.10485460145398974, 0.10485460145398974, 0.10485460145398974]","[0.12215977264568209, 0.12215977264568209, 0.12215977264568209]",0.739732246,0.334311534,0.950000601,-23999.0508,-36007.17455,12008.12375,0.294157882,0.465289821,0.515161335,69.72626021,15.39432045,14.67981854,0.297318091,48.80142261,0.052934132,6.187461441,0.051936128,44.4093268,0.112305897,0.112434477,0.112571657
6,0.029516152,"[0.7720323697663843, 0.7720323697663843, 0.7720323697663843]","[0.16632368229329586, 0.16632368229329586, 0.16632368229329586]","[0.8269415558315814, 0.8269415558315814, 0.8269415558315814]","[0.4532373542524874, 0.4532373542524874, 0.4532373542524874]","[0.8378667410835624, 0.8378667410835624, 0.8378667410835624]",0.64010184,0.204101311,0.442144403,48736.28917,-1619.786678,50356.07585,0.452208757,0.484673747,0.518585344,69.73032843,15.39328978,14.67678098,0.296251134,48.80518599,0.052854291,6.186285611,0.051751043,44.40807113,0.077277118,0.07696458,0.077236182
9,0.061679475,"[0.5378630489856004, 0.5378630489856004, 0.5378630489856004]","[0.28027888884767893, 0.28027888884767893, 0.28027888884767893]","[0.6719183441251516, 0.6719183441251516, 0.6719183441251516]","[0.07043671017512679, 0.07043671017512679, 0.07043671017512679]","[0.3618095908686519, 0.3618095908686519, 0.3618095908686519]",0.672470315,0.921980293,0.412832922,-83465.60551,-32306.08056,-51159.52495,0.360102949,0.471704086,0.443185743,69.72753765,15.3941644,14.67869715,0.296995101,48.80332063,0.052966794,6.187334422,0.051395391,44.40838686,0.029555435,0.029616295,0.029649428
4,0.862859965,"[0.8310207991302013, 0.8310207991302013, 0.8310207991302013]","[0.7784294532425702, 0.7784294532425702, 0.7784294532425702]","[0.7122573724947869, 0.7122573724947869, 0.7122573724947869]","[0.8733505482599139, 0.8733505482599139, 0.8733505482599139]","[0.04425282379612327, 0.04425282379612327, 0.04425282379612327]",0.940215131,0.612793644,0.743849416,-57695.19047,-10285.04676,-47410.14371,0.438608194,0.486506219,0.478666306,69.72970786,15.39345309,14.67723825,0.296385411,48.80457267,0.052959535,6.186441662,0.051703865,44.40833606,0.383784576,0.384325567,0.38439931
5,0.831840586,"[0.5940762998349964, 0.5940762998349964, 0.5940762998349964]","[0.6491192844137549, 0.6491192844137549, 0.6491192844137549]","[0.8023781185224652, 0.8023781185224652, 0.8023781185224652]","[0.6130260682106018, 0.6130260682106018, 0.6130260682106018]","[0.8796608507633209, 0.8796608507633209, 0.8796608507633209]",0.97244622,0.262560328,0.647070971,62735.16747,22337.78623,40397.38124,0.412945742,0.479641862,0.483428202,69.72920704,15.39343858,14.67775358,0.296570495,48.80445291,0.052792597,6.186750136,0.051565959,44.4082671,0.274725313,0.274761205,0.274933841
5,0.17175408,"[0.26951540322974327, 0.26951540322974327, 0.26951540322974327]","[0.015622351411730052, 0.015622351411730052, 0.015622351411730052]","[0.6987011106684804, 0.6987011106684804, 0.6987011106684804]","[0.41085383454337715, 0.41085383454337715, 0.41085383454337715]","[0.022966743186116217, 0.022966743186116217, 0.022966743186116217]",0.98684237,0.802047572,0.318488723,-99376.93149,-50999.98538,-48376.94611,0.359300906,0.468185709,0.46856628,69.72787879,15.39389584,14.67862457,0.296973326,48.80357467,0.052908728,6.18726184,0.05152241,44.40815823,0.024041662,0.023982544,0.025197133
8,0.37784589,"[0.024610835649073126, 0.024610835649073126, 0.024610835649073126]","[0.6220796870067715, 0.6220796870067715, 0.6220796870067715]","[0.15101058995351196, 0.15101058995351196, 0.15101058995351196]","[0.6361787356063724, 0.6361787356063724, 0.6361787356063724]","[0.7587099342979491, 0.7587099342979491, 0.7587099342979491]",0.965986317,0.24943302,0.811626958,121228.8788,70502.97863,50725.9002,0.640116727,0.529976565,0.53466667,69.73295228,15.39277082,14.6746761,0.29541644,48.80666304,0.052948648,6.185240428,0.051518781,44.40861187,0.771406968,0.771495445,0.77047476
5,0.873242052,"[0.8050217045098543, 0.8050217045098543, 0.8050217045098543]","[0.7039911877550185, 0.7039911877550185, 0.7039911877550185]","[0.8723654424771666, 0.8723654424771666, 0.8723654424771666]","[0.11645749369636177, 0.11645749369636177, 0.11645749369636177]","[0.6827208949625492, 0.6827208949625492, 0.6827208949625492]",0.574059335,0.552504505,0.103273232,-58308.52816,-12236.74772,-46071.78044,0.40366379,0.480762131,0.455867995,69.72876792,15.39380875,14.67782254,0.296617674,48.80394121,0.052974052,6.186862638,0.051732898,44.40827073,0.056176447,0.056096607,0.05620577
7,0.269122519,"[0.48426353165879843, 0.48426353165879843, 0.48426353165879843]","[0.38360409159213305, 0.38360409159213305, 0.38360409159213305]","[0.7034437416680157, 0.7034437416680157, 0.7034437416680157]","[0.9537806126847863, 0.9537806126847863, 0.9537806126847863]","[0.76935098355636, 0.76935098355636, 0.76935098355636]",0.872954135,0.163042396,0.144055537,70698.08659,20911.49977,49786.58683,0.468538703,0.491286669,0.500116361,69.73038287,15.39336237,14.67665396,0.296174923,48.8051751,0.052937761,6.18624932,0.051507893,44.4083542,0.315219452,0.315581455,0.315170641
7,0.768941645,"[0.03110553653910756, 0.03110553653910756, 0.03110553653910756]","[0.9388601567409932, 0.9388601567409932, 0.9388601567409932]","[0.9834548662602901, 0.9834548662602901, 0.9834548662602901]","[0.48733141547068953, 0.48733141547068953, 0.48733141547068953]","[0.09039285380393267, 0.09039285380393267, 0.09039285380393267]",0.750652256,0.673859695,0.139960154,-63895.6213,-14392.13228,-49503.48902,0.444345362,0.488896515,0.47280826,69.72959173,15.39354745,14.67726003,0.296370895,48.8045763,0.052992197,6.18644892,0.051740156,44.40827073,0.324304591,0.324033569,0.324024896
