kappa,rho,center_up_to_down,center_down_to_up,end_up_to_down,end_down_to_up,cost,direct_exp_weight,feedback_adj_rate,forgetting_factor,total_rewards,action_rewards,opinion_rewards,sp0_social_trust,sp1_social_trust,sp2_social_trust,sp0_request_rate,sp1_request_rate,sp2_request_rate,op0_expression_rate,op1_expression_rate,op2_expression_rate,op3_expression_rate,op4_expression_rate,op5_expression_rate,sp0_availability,sp1_availability,sp2_availability
7,0.609641362,"[0.9034563455544412, 0.9034563455544412, 0.9034563455544412]","[0.10097100095823407, 0.10097100095823407, 0.10097100095823407]","[0.9281729259714484, 0.9281729259714484, 0.9281729259714484]","[0.6141250693425536, 0.6141250693425536, 0.6141250693425536]","[0.49809483902528884, 0.49809483902528884, 0.49809483902528884]",0.419859088,0.292488589,0.295121797,27686.59657,-21628.68087,49315.27745,0.502359274,0.494534684,0.53939887,69.73134095,15.39302849,14.67602976,0.295968064,48.8058102,0.052912357,6.185937216,0.051547813,44.40822355,0.060402686,0.060309962,0.060348176
5,0.499340856,"[0.5011223670653998, 0.5011223670653998, 0.5011223670653998]","[0.809659868311137, 0.809659868311137, 0.809659868311137]","[0.6103714586794377, 0.6103714586794377, 0.6103714586794377]","[0.23933842476457357, 0.23933842476457357, 0.23933842476457357]","[0.04755526959896088, 0.04755526959896088, 0.04755526959896088]",0.903234173,0.497374593,0.358266069,-32244.86008,-34612.89202,2368.031936,0.401722622,0.479043581,0.483574838,69.72894574,15.39364544,14.67780802,0.296610416,48.80409726,0.05286155,6.186746507,0.051711123,44.40837235,0.161225077,0.161219271,0.161599964
10,0.08963784,"[0.26310383435338736, 0.26310383435338736, 0.26310383435338736]","[0.4430087633244693, 0.4430087633244693, 0.4430087633244693]","[0.4122268489561975, 0.4122268489561975, 0.4122268489561975]","[0.523963430877775, 0.523963430877775, 0.523963430877775]","[0.7256699056737125, 0.7256699056737125, 0.7256699056737125]",0.653100544,0.468718577,0.885131178,31508.81903,21869.32202,9639.497006,0.402804159,0.494140424,0.555652623,69.72957358,15.39353293,14.67729269,0.296461622,48.80282707,0.053082925,6.186358193,0.051849029,44.40982036,0.344812194,0.344871421,0.347246489
7,0.108535923,"[0.6190368338860571, 0.6190368338860571, 0.6190368338860571]","[0.3886416795104742, 0.3886416795104742, 0.3886416795104742]","[0.6528822027519345, 0.6528822027519345, 0.6528822027519345]","[0.865759147144854, 0.865759147144854, 0.865759147144854]","[0.38432190427556634, 0.38432190427556634, 0.38432190427556634]",0.613010502,0.928584945,0.494090813,-53870.79086,-3662.902636,-50207.88822,0.403914034,0.482438603,0.444987372,69.72862275,15.39387407,14.67790238,0.296679369,48.80409,0.052741789,6.186909817,0.051696607,44.40828162,0.278773362,0.279250082,0.279657449
9,0.90193347,"[0.9244886345788836, 0.9244886345788836, 0.9244886345788836]","[0.4890780365653336, 0.4890780365653336, 0.4890780365653336]","[0.3215764973126352, 0.3215764973126352, 0.3215764973126352]","[0.4592777058854699, 0.4592777058854699, 0.4592777058854699]","[0.3545280683413148, 0.3545280683413148, 0.3545280683413148]",0.237249143,0.41248337,0.335705926,32629.90747,-18029.27417,50659.18164,0.55477353,0.504026959,0.566550815,69.73213936,15.39283252,14.67542733,0.295706768,48.80645618,0.05290147,6.185519869,0.051511522,44.40830339,0.162859626,0.162607149,0.163106151
6,0.838160773,"[0.876515037305653, 0.876515037305653, 0.876515037305653]","[0.7380930123664439, 0.7380930123664439, 0.7380930123664439]","[0.6916061487048865, 0.6916061487048865, 0.6916061487048865]","[0.5037144578248263, 0.5037144578248263, 0.5037144578248263]","[0.1378519049473107, 0.1378519049473107, 0.1378519049473107]",0.222898888,0.330173232,0.7726477,26783.5195,-22726.10925,49509.62874,0.617702456,0.512335489,0.628930997,69.73325712,15.39258574,14.67455634,0.295452731,48.8070695,0.052814371,6.185182363,0.051493377,44.40838686,0.225394085,0.225442279,0.225890183
7,0.087898609,"[0.14568831842392685, 0.14568831842392685, 0.14568831842392685]","[0.7282370278052985, 0.7282370278052985, 0.7282370278052985]","[0.9547205482237041, 0.9547205482237041, 0.9547205482237041]","[0.960721585471183, 0.960721585471183, 0.960721585471183]","[0.6602894847653806, 0.6602894847653806, 0.6602894847653806]",0.560321989,0.422005044,0.083973257,67204.13203,29752.33961,37451.79242,0.513538159,0.500727877,0.526878454,69.73119579,15.39313373,14.67606968,0.295920886,48.80567592,0.052839775,6.185875522,0.051631283,44.40845582,0.448437815,0.449358882,0.449093413
8,0.061851579,"[0.5845654485747218, 0.5845654485747218, 0.5845654485747218]","[0.8820429383590818, 0.8820429383590818, 0.8820429383590818]","[0.5290980256162584, 0.5290980256162584, 0.5290980256162584]","[0.5940274851955474, 0.5940274851955474, 0.5940274851955474]","[0.7093129983730614, 0.7093129983730614, 0.7093129983730614]",0.33338192,0.403335382,0.103327867,71639.60076,20470.60276,51168.998,0.54180001,0.503231008,0.547112282,69.73192161,15.39293776,14.67553983,0.295757576,48.80617311,0.052970423,6.185628743,0.051584105,44.40828525,0.340613174,0.340101869,0.340004718
7,0.662043587,"[0.9573892050608992, 0.9573892050608992, 0.9573892050608992]","[0.16813850734382868, 0.16813850734382868, 0.16813850734382868]","[0.10287790609523653, 0.10287790609523653, 0.10287790609523653]","[0.8927337688021362, 0.8927337688021362, 0.8927337688021362]","[0.6435727926529944, 0.6435727926529944, 0.6435727926529944]",0.965907552,0.480076017,0.927449004,-3989.301074,-5729.053569,1739.752495,0.278764193,0.450531772,0.454668463,69.72513156,15.39463255,14.68063509,0.297724551,48.80137543,0.0533043,6.187820722,0.052070405,44.40810379,0.134240428,0.135063618,0.13456879
8,0.347574305,"[0.47432341750711204, 0.47432341750711204, 0.47432341750711204]","[0.11735870718955993, 0.11735870718955993, 0.11735870718955993]","[0.9860185347497463, 0.9860185347497463, 0.9860185347497463]","[0.8594951466284693, 0.8594951466284693, 0.8594951466284693]","[0.5411880009621381, 0.5411880009621381, 0.5411880009621381]",0.980536498,0.188038919,0.562441486,37785.89341,-12897.81517,50683.70858,0.362935294,0.468532827,0.471841263,69.72770822,15.39404827,14.67864271,0.296976955,48.80332063,0.053130103,6.187396117,0.051442569,44.40813283,0.1188135,0.118968753,0.119091925
8,0.220420881,"[0.897830583397299, 0.897830583397299, 0.897830583397299]","[0.9746875063888728, 0.9746875063888728, 0.9746875063888728]","[0.4428483505919576, 0.4428483505919576, 0.4428483505919576]","[0.2027319055236876, 0.2027319055236876, 0.2027319055236876]","[0.5559041617438197, 0.5559041617438197, 0.5559041617438197]",0.016368821,0.869057998,0.205247947,-63951.44581,-12975.15838,-50976.28743,0.406356475,0.487242946,0.416407991,69.72844493,15.39399746,14.67795681,0.296693885,48.8035783,0.052992197,6.186967882,0.051671203,44.40849574,0.111000181,0.110974778,0.111072981
5,0.82368008,"[0.24020499505102635, 0.24020499505102635, 0.24020499505102635]","[0.046637451425194744, 0.046637451425194744, 0.046637451425194744]","[0.7984079296328127, 0.7984079296328127, 0.7984079296328127]","[0.11804357701912521, 0.11804357701912521, 0.11804357701912521]","[0.7520634191855788, 0.7520634191855788, 0.7520634191855788]",0.208706725,0.970929276,0.223893593,-59435.5501,-12170.84351,-47264.70659,0.402854707,0.484611862,0.429338749,69.72852477,15.39392851,14.67794593,0.296661223,48.8037779,0.053039376,6.186822718,0.051729269,44.40836872,0.023105389,0.022686881,0.022939938
7,0.942904829,"[0.7915986990556121, 0.7915986990556121, 0.7915986990556121]","[0.2716430256702006, 0.2716430256702006, 0.2716430256702006]","[0.5598874505609274, 0.5598874505609274, 0.5598874505609274]","[0.7344322776608169, 0.7344322776608169, 0.7344322776608169]","[0.5830226854607463, 0.5830226854607463, 0.5830226854607463]",0.639939786,0.146340736,0.605219022,45051.60645,-4173.678978,49225.28543,0.470189532,0.487982232,0.528921159,69.73069134,15.39318091,14.67652695,0.296167665,48.80535656,0.05302123,6.18604609,0.051587734,44.40821992,0.178006532,0.177237416,0.177201851
8,0.518889374,"[0.5595618608221412, 0.5595618608221412, 0.5595618608221412]","[0.713033870626241, 0.713033870626241, 0.713033870626241]","[0.8014461581222713, 0.8014461581222713, 0.8014461581222713]","[0.053130645453929905, 0.053130645453929905, 0.053130645453929905]","[0.296443995796144, 0.296443995796144, 0.296443995796144]",0.165331557,0.459196919,0.633457385,-7999.825523,-35332.58001,27332.75449,0.491775571,0.503683763,0.59657722,69.731272,15.39322083,14.67590637,0.295888224,48.80476864,0.052832517,6.185733987,0.051536926,44.4096389,0.033827763,0.033792669,0.033772637
5,0.324243723,"[0.4181790560483932, 0.4181790560483932, 0.4181790560483932]","[0.4275333288125694, 0.4275333288125694, 0.4275333288125694]","[0.1579807279445231, 0.1579807279445231, 0.1579807279445231]","[0.7916425915248692, 0.7916425915248692, 0.7916425915248692]","[0.6009524657204747, 0.6009524657204747, 0.6009524657204747]",0.737470491,0.517807949,0.159047012,-4016.305961,22601.81779,-26618.12375,0.47496488,0.493070297,0.480472272,69.73024134,15.39341317,14.67674469,0.296218472,48.80512793,0.052879695,6.18644892,0.051594992,44.4081292,0.412127309,0.412226275,0.414434912
8,0.526406106,"[0.47432341750711204, 0.47432341750711204, 0.47432341750711204]","[0.11735870718955993, 0.11735870718955993, 0.11735870718955993]","[0.9860185347497463, 0.9860185347497463, 0.9860185347497463]","[0.8594951466284693, 0.8594951466284693, 0.8594951466284693]","[0.5411880009621381, 0.5411880009621381, 0.5411880009621381]",0.273285229,0.188038919,0.562441486,37723.1448,-12884.52386,50607.66866,0.559990901,0.503349296,0.581868316,69.73233533,15.39277808,14.67528579,0.29569951,48.80654691,0.052839775,6.18547632,0.051526039,44.40831065,0.118844166,0.119044203,0.119045436
2,0.93833559,"[0.21357592014595866, 0.21357592014595866, 0.21357592014595866]","[0.5333698368445039, 0.5333698368445039, 0.5333698368445039]","[0.9192649369686842, 0.9192649369686842, 0.9192649369686842]","[0.3592768773809075, 0.3592768773809075, 0.3592768773809075]","[0.09704604346305132, 0.09704604346305132, 0.09704604346305132]",0.692801529,0.447601218,0.323101737,-10281.29464,-26492.42438,16211.12974,0.437003629,0.488677048,0.507409428,69.72996189,15.39338414,14.67705317,0.296312829,48.80434041,0.052879695,6.186321902,0.051736527,44.40880784,0.210975431,0.211409871,0.211308038
3,0.310347204,"[0.2476358474418521, 0.2476358474418521, 0.2476358474418521]","[0.1373766576871276, 0.1373766576871276, 0.1373766576871276]","[0.6849690681323409, 0.6849690681323409, 0.6849690681323409]","[0.2781302680075169, 0.2781302680075169, 0.2781302680075169]","[0.28694727215915916, 0.28694727215915916, 0.28694727215915916]",0.337556666,0.408693988,0.854247576,1602.72662,-28029.35721,29632.08383,0.484113444,0.499301978,0.604140384,69.73044457,15.39326438,14.67669026,0.295949918,48.80423517,0.052970423,6.185951733,0.051856287,44.40943567,0.105091889,0.104376375,0.103434477
6,0.239898662,"[0.5819888170622289, 0.5819888170622289, 0.5819888170622289]","[0.28409002035856246, 0.28409002035856246, 0.28409002035856246]","[0.21903114503249527, 0.21903114503249527, 0.21903114503249527]","[0.36804521748796104, 0.36804521748796104, 0.36804521748796104]","[0.550418031141162, 0.550418031141162, 0.550418031141162]",0.421537341,0.340069901,0.447989003,40852.41939,-9218.574619,50070.99401,0.517833849,0.496831021,0.550797729,69.7315587,15.39298131,14.67585919,0.295899111,48.80595173,0.052952277,6.18580294,0.051551443,44.4082417,0.147621593,0.148255126,0.147396698
3,0.5669568,"[0.46385707197710874, 0.46385707197710874, 0.46385707197710874]","[0.48195314820855856, 0.48195314820855856, 0.48195314820855856]","[0.67082370294258, 0.67082370294258, 0.67082370294258]","[0.9182878565229475, 0.9182878565229475, 0.9182878565229475]","[0.7827812987938523, 0.7827812987938523, 0.7827812987938523]",0.460063466,0.149803296,0.409720204,68576.78769,26066.56014,42510.22754,0.530016048,0.501052965,0.543227569,69.73171838,15.39298857,14.67569225,0.295880965,48.80595173,0.052966794,6.185737616,0.051475231,44.40838686,0.35545215,0.356235456,0.356138487
7,0.819682212,"[0.6190368338860571, 0.6190368338860571, 0.6190368338860571]","[0.3886416795104742, 0.3886416795104742, 0.3886416795104742]","[0.6528822027519345, 0.6528822027519345, 0.6528822027519345]","[0.865759147144854, 0.865759147144854, 0.865759147144854]","[0.38432190427556634, 0.38432190427556634, 0.38432190427556634]",0.433198248,0.928584945,0.494090813,-52951.6155,-3648.896936,-49302.71856,0.396422947,0.482749957,0.42797396,69.72827073,15.39398294,14.67814553,0.296766467,48.80356015,0.052974052,6.187084014,0.051511522,44.40850299,0.278919361,0.280430376,0.279288732
6,0.629586203,"[0.5672416556440294, 0.5672416556440294, 0.5672416556440294]","[0.5350904515758157, 0.5350904515758157, 0.5350904515758157]","[0.2287523179873824, 0.2287523179873824, 0.2287523179873824]","[0.43918012173846366, 0.43918012173846366, 0.43918012173846366]","[0.7995241378247738, 0.7995241378247738, 0.7995241378247738]",0.026118678,0.279258262,0.037023523,64475.3024,15405.98105,49069.32136,0.570698153,0.507931739,0.566763263,69.73234259,15.3928797,14.67517692,0.295616041,48.80661586,0.052821629,6.185414625,0.051544184,44.40838686,0.250860969,0.249828307,0.25008405
4,0.353022502,"[0.05707051092758775, 0.05707051092758775, 0.05707051092758775]","[0.7965038355998695, 0.7965038355998695, 0.7965038355998695]","[0.039672915562987326, 0.039672915562987326, 0.039672915562987326]","[0.356992834340781, 0.356992834340781, 0.356992834340781]","[0.6801023816503584, 0.6801023816503584, 0.6801023816503584]",0.497531742,0.715261459,0.799679589,18283.57274,66320.75437,-48037.18164,0.466952892,0.5006164,0.422428217,69.72955543,15.39371076,14.67713301,0.296360007,48.80465614,0.052883324,6.18644892,0.051544184,44.40850662,0.771260824,0.771261005,0.772627654
3,0.102201134,"[0.608707672059536, 0.608707672059536, 0.608707672059536]","[0.770791571252048, 0.770791571252048, 0.770791571252048]","[0.09775544930249452, 0.09775544930249452, 0.09775544930249452]","[0.11150309164077044, 0.11150309164077044, 0.11150309164077044]","[0.3557111908495426, 0.3557111908495426, 0.3557111908495426]",0.63606489,0.865401743,0.088418942,-72116.04588,-25685.44309,-46430.60279,0.40775641,0.481351489,0.460528881,69.72896389,15.39381238,14.67762294,0.296581383,48.80406097,0.052977681,6.186793685,0.051714752,44.40827073,0.09249853,0.092922011,0.092913301
7,0.860264248,"[0.7915986990556121, 0.7915986990556121, 0.7915986990556121]","[0.2716430256702006, 0.2716430256702006, 0.2716430256702006]","[0.5598874505609274, 0.5598874505609274, 0.5598874505609274]","[0.7344322776608169, 0.7344322776608169, 0.7344322776608169]","[0.5830226854607463, 0.5830226854607463, 0.5830226854607463]",0.651067892,0.146340736,0.605219022,45564.3544,-4125.138611,49689.49301,0.467858805,0.487346028,0.527538113,69.73070586,15.39310833,14.67658501,0.296189439,48.80538559,0.05290147,6.186180367,0.05172564,44.40801669,0.17843796,0.177323136,0.178195609
9,0.157084699,"[0.7158370533958077, 0.7158370533958077, 0.7158370533958077]","[0.10819152344018221, 0.10819152344018221, 0.10819152344018221]","[0.7227544731460511, 0.7227544731460511, 0.7227544731460511]","[0.6427599902078509, 0.6427599902078509, 0.6427599902078509]","[0.019459669999778273, 0.019459669999778273, 0.019459669999778273]",0.773391304,0.096151046,0.270874262,5793.047815,-45237.43522,51030.48303,0.428951964,0.481411266,0.499736132,69.72961713,15.39355108,14.67723099,0.296374524,48.80481582,0.052886953,6.186543277,0.051692978,44.40808565,0.078455961,0.078299909,0.077870042
3,0.660982127,"[0.9441669881902635, 0.9441669881902635, 0.9441669881902635]","[0.5501631735265256, 0.5501631735265256, 0.5501631735265256]","[0.6579148794524372, 0.6579148794524372, 0.6579148794524372]","[0.14636482430621983, 0.14636482430621983, 0.14636482430621983]","[0.6149620646238327, 0.6149620646238327, 0.6149620646238327]",0.540932318,0.294429277,0.521534133,26862.93681,-15852.10511,42715.04192,0.464373296,0.48704384,0.529127767,69.7305607,15.39328615,14.67655235,0.296182181,48.8051497,0.052897841,6.186314643,0.051718381,44.40813645,0.056070913,0.056107748,0.0562683
6,0.55439323,"[0.25567277751863005, 0.25567277751863005, 0.25567277751863005]","[0.35370511854067443, 0.35370511854067443, 0.35370511854067443]","[0.08919954195618629, 0.08919954195618629, 0.08919954195618629]","[0.8538841564580798, 0.8538841564580798, 0.8538841564580798]","[0.20695978960022332, 0.20695978960022332, 0.20695978960022332]",0.750842297,0.886501966,0.070487595,-36152.09432,13119.61825,-49271.71257,0.483043007,0.497223888,0.481768979,69.73032118,15.39340592,14.67667211,0.296156777,48.8051497,0.052807113,6.186314643,0.051627654,44.40834331,0.517976665,0.516339031,0.517844203
8,0.808243681,"[0.8492684276401996, 0.8492684276401996, 0.8492684276401996]","[0.97447306022048, 0.97447306022048, 0.97447306022048]","[0.3479625212401152, 0.3479625212401152, 0.3479625212401152]","[0.5052879724092781, 0.5052879724092781, 0.5052879724092781]","[0.59505863558501, 0.59505863558501, 0.59505863558501]",0.694714017,0.59892884,0.349660805,-42331.86184,7351.547338,-49683.40918,0.420559309,0.484588167,0.459896946,69.72924333,15.39359463,14.67756124,0.296541463,48.80415533,0.052919615,6.186826347,0.051656687,44.40829976,0.276716095,0.27703444,0.276787334
4,0.018912839,"[0.05707051092758775, 0.05707051092758775, 0.05707051092758775]","[0.7965038355998695, 0.7965038355998695, 0.7965038355998695]","[0.039672915562987326, 0.039672915562987326, 0.039672915562987326]","[0.356992834340781, 0.356992834340781, 0.356992834340781]","[0.6801023816503584, 0.6801023816503584, 0.6801023816503584]",0.54733336,0.715261459,0.799679589,17630.11677,66398.39621,-48768.27944,0.483310311,0.503315309,0.431883833,69.7300127,15.39358737,14.67679913,0.296189439,48.80495373,0.052843404,6.186347305,0.051638541,44.40842678,0.772659263,0.770413464,0.772474832
5,0.531452437,"[0.32377709984779357, 0.32377709984779357, 0.32377709984779357]","[0.010094956904649734, 0.010094956904649734, 0.010094956904649734]","[0.6885359137877822, 0.6885359137877822, 0.6885359137877822]","[0.5900367798097431, 0.5900367798097431, 0.5900367798097431]","[0.6624296823330224, 0.6624296823330224, 0.6624296823330224]",0.181891065,0.859618502,0.324802147,-65174.22594,-17481.02434,-47693.2016,0.393172338,0.483224875,0.4197756,69.72822718,15.39399746,14.67817456,0.296766467,48.80349846,0.053032118,6.187007803,0.051605879,44.40848848,0.018086119,0.018616839,0.019110252
2,0.050264511,"[0.21357592014595866, 0.21357592014595866, 0.21357592014595866]","[0.5333698368445039, 0.5333698368445039, 0.5333698368445039]","[0.9192649369686842, 0.9192649369686842, 0.9192649369686842]","[0.3592768773809075, 0.3592768773809075, 0.3592768773809075]","[0.09704604346305132, 0.09704604346305132, 0.09704604346305132]",0.044888807,0.447601218,0.323101737,21053.52412,-26433.40203,47486.92615,0.588560461,0.510137138,0.583329845,69.73267284,15.3927309,14.67499546,0.295539829,48.80677554,0.05290147,6.185265832,0.05152241,44.40839412,0.211618363,0.211833243,0.211157794
9,0.778712487,"[0.7367357675172389, 0.7367357675172389, 0.7367357675172389]","[0.36057924911379813, 0.36057924911379813, 0.36057924911379813]","[0.4739069570042193, 0.4739069570042193, 0.4739069570042193]","[0.10154764054343103, 0.10154764054343103, 0.10154764054343103]","[0.6742992004938424, 0.6742992004938424, 0.6742992004938424]",0.933984594,0.642748138,0.684192807,-64935.14932,-14509.5086,-50425.64072,0.304589142,0.456682006,0.44959802,69.72612956,15.39439303,14.67987661,0.297477772,48.80221738,0.053140991,6.187700962,0.051943386,44.40791871,0.039585266,0.039786101,0.039664308
3,0.491760981,"[0.46385707197710874, 0.46385707197710874, 0.46385707197710874]","[0.48195314820855856, 0.48195314820855856, 0.48195314820855856]","[0.67082370294258, 0.67082370294258, 0.67082370294258]","[0.9182878565229475, 0.9182878565229475, 0.9182878565229475]","[0.7827812987938523, 0.7827812987938523, 0.7827812987938523]",0.519154621,0.149803296,0.409720204,70141.64434,26121.40881,44020.23553,0.523117232,0.499897014,0.538513672,69.73154056,15.39309744,14.6757612,0.295895482,48.80587552,0.052945019,6.185824714,0.051678461,44.40818,0.35612622,0.35632887,0.356178479
10,0.49443037,"[0.5751529476232826, 0.5751529476232826, 0.5751529476232826]","[0.6301348929107189, 0.6301348929107189, 0.6301348929107189]","[0.2723264963366091, 0.2723264963366091, 0.2723264963366091]","[0.17148693569004536, 0.17148693569004536, 0.17148693569004536]","[0.10693091850727796, 0.10693091850727796, 0.10693091850727796]",0.665137906,0.827134328,0.914770536,-87269.24916,-36037.15335,-51232.09581,0.257188901,0.450640086,0.379850907,69.72310289,15.39551805,14.68177826,0.298116494,48.80017057,0.053344221,6.188444928,0.052132099,44.40819089,0.119564689,0.119695627,0.119366612
5,0.156887771,"[0.32377709984779357, 0.32377709984779357, 0.32377709984779357]","[0.010094956904649734, 0.010094956904649734, 0.010094956904649734]","[0.6885359137877822, 0.6885359137877822, 0.6885359137877822]","[0.5900367798097431, 0.5900367798097431, 0.5900367798097431]","[0.6624296823330224, 0.6624296823330224, 0.6624296823330224]",0.870532567,0.859618502,0.324802147,-65727.70667,-17416.13381,-48311.57285,0.362097587,0.469852673,0.460993327,69.72788242,15.39395754,14.67855925,0.296929777,48.80355289,0.052966794,6.187211032,0.051547813,44.40819089,0.019056179,0.018739757,0.018561277
4,0.303034196,"[0.8719124175421894, 0.8719124175421894, 0.8719124175421894]","[0.11108337281271814, 0.11108337281271814, 0.11108337281271814]","[0.021695576533675195, 0.021695576533675195, 0.021695576533675195]","[0.2777322047203779, 0.2777322047203779, 0.2777322047203779]","[0.11292916290462017, 0.11292916290462017, 0.11292916290462017]",0.760916532,0.389526485,0.672984644,-38186.96461,-44824.02649,6637.061876,0.337132048,0.467886565,0.48989316,69.7275558,15.39401923,14.67882417,0.297071312,48.80226456,0.053032118,6.187352568,0.051631283,44.40904736,0.036666159,0.036687461,0.03655235
9,0.75295888,"[0.4481512437574565, 0.4481512437574565, 0.4481512437574565]","[0.7066423427313566, 0.7066423427313566, 0.7066423427313566]","[0.6344858120754361, 0.6344858120754361, 0.6344858120754361]","[0.7483368982560933, 0.7483368982560933, 0.7483368982560933]","[0.8221473593264819, 0.8221473593264819, 0.8221473593264819]",0.102999355,0.212590688,0.121200528,81013.11032,30662.98657,50350.12375,0.571157702,0.507937895,0.567005683,69.73238614,15.39281074,14.67520232,0.295612412,48.80652513,0.052905099,6.185443658,0.051558701,44.4083542,0.378279042,0.378458392,0.378183923
7,0.821446086,"[0.43979128131642936, 0.43979128131642936, 0.43979128131642936]","[0.6117174718901515, 0.6117174718901515, 0.6117174718901515]","[0.8618119764514267, 0.8618119764514267, 0.8618119764514267]","[0.6030727409571409, 0.6030727409571409, 0.6030727409571409]","[0.36851536825299264, 0.36851536825299264, 0.36851536825299264]",0.703652818,0.652307297,0.953069265,-53867.061,-4570.821479,-49296.23952,0.30811952,0.459770327,0.38968032,69.72502994,15.3950245,14.68034477,0.29748503,48.80192343,0.05338777,6.187719107,0.051874433,44.40800944,0.278264852,0.278965705,0.279219851
5,0.074201918,"[0.641696673668921, 0.641696673668921, 0.641696673668921]","[0.513390401210636, 0.513390401210636, 0.513390401210636]","[0.9772205694392323, 0.9772205694392323, 0.9772205694392323]","[0.1137497597746551, 0.1137497597746551, 0.1137497597746551]","[0.8828111117891967, 0.8828111117891967, 0.8828111117891967]",0.158509692,0.090495306,0.545915754,46583.43459,-2109.810917,48693.24551,0.583265247,0.507543001,0.593619602,69.73267284,15.39275268,14.67497369,0.295550717,48.80684449,0.052854291,6.185302123,0.051547813,44.40829976,0.050859917,0.050736999,0.050763927
2,0.880366891,"[0.5894218854792416, 0.5894218854792416, 0.5894218854792416]","[0.43607829201966525, 0.43607829201966525, 0.43607829201966525]","[0.29795731350779536, 0.29795731350779536, 0.29795731350779536]","[0.03949292093515396, 0.03949292093515396, 0.03949292093515396]","[0.027878373563289642, 0.027878373563289642, 0.027878373563289642]",0.960420197,0.764533804,0.596657655,-93589.22076,-50571.8515,-43017.36926,0.318372783,0.459302185,0.456866582,69.72655054,15.39432771,14.67952096,0.297372528,48.80255852,0.053148249,6.187530394,0.051809109,44.4079804,0.025702595,0.025829976,0.025667719
8,0.925124036,"[0.3706106347031891, 0.3706106347031891, 0.3706106347031891]","[0.405314558558166, 0.405314558558166, 0.405314558558166]","[0.8796143406815827, 0.8796143406815827, 0.8796143406815827]","[0.6499248309247195, 0.6499248309247195, 0.6499248309247195]","[0.9036699858121574, 0.9036699858121574, 0.9036699858121574]",0.411424543,0.836753207,0.661243521,-28945.41944,21482.62846,-50428.0479,0.364321583,0.477444103,0.404664368,69.72730176,15.39425876,14.67883869,0.297009617,48.80288877,0.053075667,6.187348938,0.051722011,44.4083542,0.255303538,0.255523716,0.255517329
6,0.878650555,"[0.876515037305653, 0.876515037305653, 0.876515037305653]","[0.7380930123664439, 0.7380930123664439, 0.7380930123664439]","[0.6916061487048865, 0.6916061487048865, 0.6916061487048865]","[0.5037144578248263, 0.5037144578248263, 0.5037144578248263]","[0.1378519049473107, 0.1378519049473107, 0.1378519049473107]",0.479307103,0.330173232,0.7726477,26798.36532,-22685.80234,49484.16766,0.535135496,0.498397246,0.57659002,69.73201234,15.39279623,14.67559064,0.295833787,48.80620577,0.052952277,6.185596081,0.051609508,44.40820178,0.225692833,0.225778661,0.225965778
2,0.365599585,"[0.5894218854792416, 0.5894218854792416, 0.5894218854792416]","[0.43607829201966525, 0.43607829201966525, 0.43607829201966525]","[0.29795731350779536, 0.29795731350779536, 0.29795731350779536]","[0.03949292093515396, 0.03949292093515396, 0.03949292093515396]","[0.027878373563289642, 0.027878373563289642, 0.027878373563289642]",0.986274384,0.764533804,0.596657655,-94856.14702,-50569.71589,-44286.43114,0.316931733,0.458669318,0.458773691,69.72664126,15.39416803,14.67958991,0.297387044,48.80252949,0.053086554,6.187715478,0.051685719,44.40799492,0.025733152,0.025780004,0.025607948
5,0.786136195,"[0.3325465972535312, 0.3325465972535312, 0.3325465972535312]","[0.2634377314522863, 0.2634377314522863, 0.2634377314522863]","[0.447830632776022, 0.447830632776022, 0.447830632776022]","[0.15220621913671495, 0.15220621913671495, 0.15220621913671495]","[0.03131423454731703, 0.03131423454731703, 0.03131423454731703]",0.618091451,0.431987681,0.645526986,-34178.80882,-42871.22,8692.411178,0.374371808,0.48273188,0.514912697,69.72863001,15.39369261,14.67807657,0.296682998,48.80258392,0.052857921,6.187051352,0.051631283,44.40959173,0.093876102,0.094350753,0.094711232
10,0.409197383,"[0.48846285747364165, 0.48846285747364165, 0.48846285747364165]","[0.370702182687819, 0.370702182687819, 0.370702182687819]","[0.24702896293252707, 0.24702896293252707, 0.24702896293252707]","[0.4360051156952977, 0.4360051156952977, 0.4360051156952977]","[0.15255312671884896, 0.15255312671884896, 0.15255312671884896]",0.450030968,0.612110776,0.394601344,-73237.24481,-21841.76776,-51395.47705,0.398144087,0.482422363,0.434329179,69.72845582,15.39394302,14.67800036,0.296719289,48.80365814,0.052908728,6.187134821,0.051417166,44.40856106,0.226261949,0.226844892,0.226301978
3,0.224929707,"[0.8036476213298738, 0.8036476213298738, 0.8036476213298738]","[0.867696893196553, 0.867696893196553, 0.867696893196553]","[0.24985036037862302, 0.24985036037862302, 0.24985036037862302]","[0.47016782535240054, 0.47016782535240054, 0.47016782535240054]","[0.67691431036219, 0.67691431036219, 0.67691431036219]",0.414014847,0.083135027,0.934322847,56594.37445,9756.546102,46837.82834,0.603477655,0.511316578,0.639276377,69.73331519,15.39246598,14.67461804,0.295525313,48.80673925,0.052974052,6.185182363,0.051536926,44.4084413,0.258662094,0.258920269,0.259064417
