"total_rewards","action_rewards","opinion_rewards","sp0_social_trust","sp1_social_trust","sp2_social_trust","sp0_request_rate","sp1_request_rate","sp2_request_rate","op0_expression_rate","op1_expression_rate","op2_expression_rate","op3_expression_rate","op4_expression_rate","op5_expression_rate","mean_loss1","mean_loss2","sp0_availability","sp1_availability","sp2_availability"
22011,31471,-9460,0.719361750948251,0.702916334357872,0.738081213206036,32.7436363636364,33.6527272727273,33.6036363636364,16.6890909090909,16.5945454545455,16.6363636363636,16.6436363636364,16.8181818181818,16.6181818181818,1.69101045348428,-6.56337593902241,0.871286578932756,0.837754605867416,0.901038848609458
22181,31502,-9321,0.719387584358353,0.703136237674063,0.738017481911801,32.72,33.6472727272727,33.6327272727273,16.5872727272727,16.74,16.5563636363636,16.76,16.6636363636364,16.6927272727273,1.62341767983003,-6.6571798172864,0.871582573905312,0.838430779206744,0.90096226619094
22601,31574,-8973,0.719347838329698,0.703024125532032,0.737883937173496,32.7309090909091,33.6254545454545,33.6436363636364,16.4854545454545,16.9454545454545,16.3763636363636,16.9327272727273,16.54,16.72,1.55933286926963,-6.6590050350536,0.87168092434174,0.83859630150319,0.900940337224384
22908,31609,-8701,0.719195566414114,0.703008871502238,0.737952780328111,32.7054545454545,33.6236363636364,33.6709090909091,16.4290909090909,17.0672727272727,16.2781818181818,17.0981818181818,16.34,16.7872727272727,1.49169004613703,-6.69580545425415,0.871581054036024,0.838533499161845,0.901182569253199
23188,31648,-8460,0.719219691899862,0.703015328436932,0.737927173261059,32.7327272727273,33.5636363636364,33.7036363636364,16.3581818181818,17.1836363636364,16.1854545454545,17.2472727272727,16.1618181818182,16.8636363636364,1.42395767515356,-6.75012187090787,0.871743598289174,0.838894907908992,0.901332470194746
23535,31693,-8158,0.71909110899708,0.702783809087606,0.737846702939237,32.74,33.5563636363636,33.7036363636364,16.2545454545455,17.3327272727273,16.0981818181818,17.4054545454545,15.9890909090909,16.92,1.35622494112362,-6.78063806187023,0.871661020714167,0.839022540095362,0.901278524033015
23946,31735,-7789,0.719077668838102,0.702914634906509,0.737812664533097,32.7163636363636,33.5709090909091,33.7127272727273,16.0981818181818,17.5327272727273,15.9581818181818,17.5563636363636,15.8581818181818,16.9963636363636,1.28812783306295,-6.77458962527188,0.871846170945871,0.839254766031196,0.901359076690756
24369,31784,-7415,0.719041192237138,0.702756739287686,0.73776768293067,32.7163636363636,33.5545454545455,33.7290909090909,15.9618181818182,17.74,15.7909090909091,17.7854545454545,15.6454545454545,17.0763636363636,1.21972474726764,-6.77705434885892,0.872179615427365,0.839338932538607,0.901568648590372
24914,31845,-6931,0.719095123301752,0.702627118278752,0.737691943616222,32.6945454545455,33.5709090909091,33.7345454545455,15.8218181818182,17.96,15.6436363636364,17.9636363636364,15.4490909090909,17.1618181818182,1.15212951031598,-6.72740648659793,0.872483594705817,0.839471403812825,0.901584563975423
25378,31901,-6523,0.719078483103491,0.702660754570019,0.73786175839654,32.6854545454545,33.5654545454545,33.7490909090909,15.6781818181818,18.1563636363636,15.4963636363636,18.1836363636364,15.2236363636364,17.2618181818182,1.08322983167388,-6.72272174791856,0.872615008065862,0.839553653648231,0.902111841396401
